Issue Date;S&P GSCI;;;;
9/5/24;520,15;;;;
9/6/24;511,06;;;;
9/9/24;514,82;;;;
9/10/24;504,22;;;;
9/11/24;510,8;;;;
9/12/24;518,97;;;;
9/13/24;519,1;;;;
9/16/24;523,58;;;;
9/17/24;527,64;;;;
9/18/24;528,58;;;;
9/19/24;533,99;;;;
9/20/24;533,41;;;;
9/23/24;534,36;;;;
9/24/24;541,14;;;;
9/25/24;536,8;;;;
9/26/24;531,19;;;;
9/27/24;532,93;;;;
9/30/24;532,88;;;;
10/1/24;540,87;;;;
10/2/24;543,51;;;;
10/3/24;555,54;;;;
10/4/24;557,37;;;;
10/7/24;566,65;;;;
10/8/24;550,81;;;;
10/9/24;547,77;;;;
10/10/24;559,25;;;;
10/11/24;559,64;;;;
10/14/24;550,4;;;;
10/15/24;536,76;;;;
10/16/24;536,06;;;;
10/17/24;537,02;;;;
10/18/24;531,99;;;;
10/21/24;536,49;;;;
10/22/24;545,37;;;;
10/23/24;542;;;;
10/24/24;540,45;;;;
10/25/24;546,32;;;;
10/28/24;527,5;;;;
10/29/24;527,51;;;;
10/30/24;533,39;;;;
10/31/24;534,2;;;;
11/1/24;534,8;;;;
11/4/24;543,04;;;;
11/5/24;545,5;;;;
11/6/24;541,48;;;;
11/7/24;547,22;;;;
11/8/24;538,42;;;;
11/11/24;530,42;;;;
11/12/24;530,5;;;;
11/13/24;531,48;;;;
11/14/24;530,34;;;;
11/15/24;527,19;;;;
11/18/24;538,05;;;;
11/19/24;539,26;;;;
11/20/24;539,27;;;;
11/21/24;543,84;;;;
11/22/24;547,19;;;;
11/25/24;538,59;;;;
11/26/24;538,99;;;;
11/27/24;536,79;;;;
11/29/24;535,71;;;;
12/2/24;533,28;;;;
12/3/24;540,02;;;;
12/4/24;535,17;;;;
12/5/24;534,62;;;;
12/6/24;531,48;;;;
12/9/24;537,23;;;;
12/10/24;538,86;;;;
12/11/24;545,36;;;;
12/12/24;543,17;;;;
12/13/24;546,3;;;;
12/16/24;543,15;;;;
12/17/24;538,76;;;;
12/18/24;539,94;;;;
12/19/24;535,88;;;;
12/20/24;539,07;;;;
12/23/24;537,33;;;;
12/24/24;541,75;;;;
12/26/24;540;;;;
12/27/24;543,15;;;;
12/30/24;547,91;;;;
12/31/24;549,64;;;;
1/2/25;555,63;;;;
1/3/25;553,64;;;;
1/6/25;555,82;;;;
1/7/25;557,34;;;;
1/8/25;552,88;;;;
1/9/25;557,95;;;;
1/10/25;570,97;;;;
1/13/25;576,13;;;;
1/14/25;571,9;;;;
1/15/25;581,77;;;;
1/16/25;579,33;;;;
1/17/25;577,96;;;;
1/21/25;572,99;;;;
1/22/25;572,27;;;;
1/23/25;570,26;;;;
1/24/25;571,14;;;;
1/27/25;562,49;;;;
1/28/25;564,34;;;;
1/29/25;564,38;;;;
1/30/25;564,38;;;;
1/31/25;561,92;;;;
2/3/25;566,94;;;;
2/4/25;567,57;;;;
2/5/25;562,87;;;;
2/6/25;561,97;;;;
2/7/25;563,23;;;;
2/10/25;570,44;;;;
2/11/25;574,4;;;;
2/12/25;569,16;;;;
2/13/25;569,89;;;;
2/14/25;569,43;;;;
2/18/25;575,96;;;;
2/19/25;577,26;;;;
2/20/25;578,56;;;;
2/21/25;569,4;;;;
2/24/25;567,12;;;;
2/25/25;559,95;;;;
2/26/25;557,09;;;;
2/27/25;560,28;;;;
2/28/25;553,58;;;;
3/3/25;549,83;;;;
3/4/25;549,63;;;;
3/5/25;546,46;;;;
3/6/25;547,53;;;;
3/7/25;551,31;;;;
3/10/25;548,37;;;;
3/11/25;549,75;;;;
3/12/25;553,08;;;;
3/13/25;550,64;;;;
3/14/25;551,69;;;;
3/17/25;555,89;;;;
3/18/25;554,12;;;;
3/19/25;556,9;;;;
3/20/25;559,77;;;;
3/21/25;558,21;;;;
